DATETIME,DELTA,THETA,LOW ALPHA,HIGH ALPHA,LOW BETA,HIGH BETA,LOW GAMMA,HIGH GAMMA,ATTENTION,MEDITATION
Wed Dec 12 2018 18:26:28 GMT+0530 (India Standard Time),32292,53779,13015,11488,11832,15568,4578,1429,51,54
Wed Dec 12 2018 18:26:29 GMT+0530 (India Standard Time),19827,62384,13780,2960,20564,8805,6708,1103,43,37
Wed Dec 12 2018 18:26:30 GMT+0530 (India Standard Time),26126,31221,24686,7413,4518,4270,1716,1533,47,44
Wed Dec 12 2018 18:26:31 GMT+0530 (India Standard Time),17990,79100,38789,9355,5103,4557,1591,939,40,50
Wed Dec 12 2018 18:26:32 GMT+0530 (India Standard Time),21021,39924,47593,11119,20830,4085,6251,1116,24,63
Wed Dec 12 2018 18:26:34 GMT+0530 (India Standard Time),211045,107763,34464,21751,7983,8897,1788,1907,27,69
Wed Dec 12 2018 18:26:35 GMT+0530 (India Standard Time),270862,28671,30551,24273,17571,7806,2046,1028,38,77
Wed Dec 12 2018 18:26:36 GMT+0530 (India Standard Time),78403,25300,11567,8190,2812,1328,654,275,35,74
Wed Dec 12 2018 18:26:37 GMT+0530 (India Standard Time),76106,34475,34420,32005,10344,9216,1611,727,26,80
Wed Dec 12 2018 18:26:38 GMT+0530 (India Standard Time),171840,77056,20117,41669,13038,15423,1081,870,35,84
Wed Dec 12 2018 18:26:39 GMT+0530 (India Standard Time),54407,126690,66652,17883,9890,8866,2565,1960,26,80
Wed Dec 12 2018 18:26:41 GMT+0530 (India Standard Time),23726,31440,37073,8517,18175,3554,1460,1748,20,69
Wed Dec 12 2018 18:26:42 GMT+0530 (India Standard Time),72923,46895,21665,6660,12480,5447,3084,684,14,64
Wed Dec 12 2018 18:26:43 GMT+0530 (India Standard Time),11424,14248,2659,675,1523,1003,295,408,16,50
Wed Dec 12 2018 18:26:44 GMT+0530 (India Standard Time),8739,34037,16710,826,3744,2733,1458,843,23,50
Wed Dec 12 2018 18:26:45 GMT+0530 (India Standard Time),12573,18977,7269,13235,3098,3866,1948,790,30,48
Wed Dec 12 2018 18:26:46 GMT+0530 (India Standard Time),15350,10036,6102,1280,1635,1226,1073,251,30,53
Wed Dec 12 2018 18:26:47 GMT+0530 (India Standard Time),74531,47290,9415,8759,8760,10380,2137,1563,41,54
Wed Dec 12 2018 18:26:48 GMT+0530 (India Standard Time),28326,23517,45964,10634,20894,5846,1810,1108,44,64
Wed Dec 12 2018 18:26:49 GMT+0530 (India Standard Time),77335,11648,8157,2793,2655,1512,1297,148,40,61
Wed Dec 12 2018 18:26:50 GMT+0530 (India Standard Time),58459,49840,4621,7156,4546,2088,654,260,34,50
Wed Dec 12 2018 18:26:51 GMT+0530 (India Standard Time),20763,49346,7577,48478,19619,5938,2660,1414,21,61
Wed Dec 12 2018 18:26:52 GMT+0530 (India Standard Time),14986,26988,8176,6493,10403,8693,3994,1552,34,48
Wed Dec 12 2018 18:26:55 GMT+0530 (India Standard Time),34355,18278,11802,8770,16658,4076,3426,960,50,66
Wed Dec 12 2018 18:26:56 GMT+0530 (India Standard Time),16747,18229,21933,15876,12837,5107,2199,1420,40,80
Wed Dec 12 2018 18:26:57 GMT+0530 (India Standard Time),24437,22951,3260,17696,10869,5273,1539,2228,43,75
Wed Dec 12 2018 18:26:58 GMT+0530 (India Standard Time),36145,45608,37510,18390,11157,3979,2258,1010,40,75
Wed Dec 12 2018 18:27:00 GMT+0530 (India Standard Time),185050,43817,19942,12562,6728,7150,2961,1787,35,67
Wed Dec 12 2018 18:27:01 GMT+0530 (India Standard Time),116238,17286,8263,14141,4998,3587,4489,1139,30,74
Wed Dec 12 2018 18:27:02 GMT+0530 (India Standard Time),42241,38042,16188,9173,4720,7155,2518,1273,41,66
Wed Dec 12 2018 18:27:04 GMT+0530 (India Standard Time),13329,21433,743,5677,7619,2703,2895,609,44,53
Wed Dec 12 2018 18:27:05 GMT+0530 (India Standard Time),37853,16184,19589,3032,8150,2111,4517,1251,40,54
Wed Dec 12 2018 18:27:06 GMT+0530 (India Standard Time),17098,70661,22323,26136,10974,4087,2964,908,27,54
Wed Dec 12 2018 18:27:07 GMT+0530 (India Standard Time),295924,194964,28931,23095,8515,18947,3737,2256,26,44
Wed Dec 12 2018 18:27:08 GMT+0530 (India Standard Time),160969,59407,7298,12446,25370,3400,2205,1949,17,47
Wed Dec 12 2018 18:27:09 GMT+0530 (India Standard Time),694128,555293,47385,11971,31226,16060,1661,1851,11,21
Wed Dec 12 2018 18:27:11 GMT+0530 (India Standard Time),712570,195260,11658,11729,17345,7881,3522,1568,14,3
Wed Dec 12 2018 18:27:12 GMT+0530 (India Standard Time),124863,72607,4415,8629,11465,6295,5702,895,20,1
Wed Dec 12 2018 18:27:13 GMT+0530 (India Standard Time),186004,30945,31932,12777,14498,8390,8022,3064,35,21
Wed Dec 12 2018 18:27:14 GMT+0530 (India Standard Time),27067,38476,4699,2828,4223,4444,4157,329,35,14
Wed Dec 12 2018 18:27:15 GMT+0530 (India Standard Time),510481,130994,43299,103871,38655,16875,11088,2465,40,38
Wed Dec 12 2018 18:27:16 GMT+0530 (India Standard Time),118977,33560,18015,7373,8386,4056,994,830,38,54
Wed Dec 12 2018 18:27:17 GMT+0530 (India Standard Time),187290,101891,27895,7449,15150,8757,3123,1853,34,43
Wed Dec 12 2018 18:27:18 GMT+0530 (India Standard Time),32263,9163,18136,7202,3918,2182,940,318,27,69
Wed Dec 12 2018 18:27:19 GMT+0530 (India Standard Time),19975,23725,16519,16937,18891,15755,4036,3594,44,66
Wed Dec 12 2018 18:27:20 GMT+0530 (India Standard Time),133060,49184,102803,19849,35479,9197,8731,2106,41,77
Wed Dec 12 2018 18:27:21 GMT+0530 (India Standard Time),22679,48638,34382,9785,7915,6418,2495,2088,43,87
Wed Dec 12 2018 18:27:22 GMT+0530 (India Standard Time),24624,13830,27393,10906,11493,4103,3604,1391,47,83
Wed Dec 12 2018 18:27:24 GMT+0530 (India Standard Time),9983,13526,1413,5103,3015,615,769,621,27,64
Wed Dec 12 2018 18:27:25 GMT+0530 (India Standard Time),97938,54936,21137,16864,5399,10808,2587,1683,35,63
Wed Dec 12 2018 18:27:26 GMT+0530 (India Standard Time),15724,47916,8618,30122,32342,4146,4400,2980,29,51
Wed Dec 12 2018 18:27:27 GMT+0530 (India Standard Time),16299,14496,10637,12432,8863,9526,3449,1700,38,54
Wed Dec 12 2018 18:27:28 GMT+0530 (India Standard Time),35974,59606,3453,12179,20414,4772,1407,907,47,48
Wed Dec 12 2018 18:27:29 GMT+0530 (India Standard Time),95743,22113,315,2215,3173,1279,1328,464,37,27
Wed Dec 12 2018 18:27:30 GMT+0530 (India Standard Time),99706,31133,50500,20573,7758,4030,2725,3417,35,43
Wed Dec 12 2018 18:27:31 GMT+0530 (India Standard Time),113301,56326,998,1951,1785,2874,1691,319,17,17
Wed Dec 12 2018 18:27:32 GMT+0530 (India Standard Time),55491,76122,22383,14672,10938,16003,4274,2592,26,27
Wed Dec 12 2018 18:27:34 GMT+0530 (India Standard Time),80280,12905,4359,3715,2067,1490,717,224,38,47
Wed Dec 12 2018 18:27:35 GMT+0530 (India Standard Time),36665,4118,96,627,828,198,164,120,37,57
Wed Dec 12 2018 18:27:36 GMT+0530 (India Standard Time),72481,33312,85775,7648,6630,12499,1138,1013,34,74
Wed Dec 12 2018 18:27:37 GMT+0530 (India Standard Time),77107,45352,50732,50722,16004,9682,1288,1362,29,74
Wed Dec 12 2018 18:27:38 GMT+0530 (India Standard Time),32617,30559,3447,2836,6998,1194,394,408,21,61
Wed Dec 12 2018 18:27:39 GMT+0530 (India Standard Time),186256,56155,108453,13906,13133,3501,2016,2165,14,88
Wed Dec 12 2018 18:27:40 GMT+0530 (India Standard Time),56196,23356,5844,4513,6343,3313,1314,877,14,69
Wed Dec 12 2018 18:27:41 GMT+0530 (India Standard Time),65246,80816,18670,12359,6042,6891,3045,1674,13,54
Wed Dec 12 2018 18:27:44 GMT+0530 (India Standard Time),19288,46052,22227,20277,14939,4196,2272,973,30,66
Wed Dec 12 2018 18:27:45 GMT+0530 (India Standard Time),33296,12069,17946,9071,21920,9327,4552,993,44,70
Wed Dec 12 2018 18:27:46 GMT+0530 (India Standard Time),71212,34283,1943,2123,2630,2586,425,305,41,57
Wed Dec 12 2018 18:27:47 GMT+0530 (India Standard Time),391176,82084,38149,8641,8872,6407,5566,2403,38,51
Wed Dec 12 2018 18:27:48 GMT+0530 (India Standard Time),80267,49483,42412,8920,8655,7352,1706,6009,41,53
Wed Dec 12 2018 18:27:49 GMT+0530 (India Standard Time),60691,62694,1259,10208,6324,5777,3332,2024,29,38
Wed Dec 12 2018 18:27:50 GMT+0530 (India Standard Time),49207,6693,534,1538,1222,528,212,233,27,48
Wed Dec 12 2018 18:27:51 GMT+0530 (India Standard Time),113413,3767,1766,1384,1757,1275,606,472,41,47
Wed Dec 12 2018 18:27:52 GMT+0530 (India Standard Time),114543,43308,33316,23566,6714,4597,3140,1638,37,50
Wed Dec 12 2018 18:27:54 GMT+0530 (India Standard Time),147880,86532,30813,2306,10635,7137,1816,1442,30,67
Wed Dec 12 2018 18:27:55 GMT+0530 (India Standard Time),54465,40856,86274,9531,11613,5627,1427,2629,16,81
Wed Dec 12 2018 18:27:56 GMT+0530 (India Standard Time),46379,96480,12637,25413,13769,7350,4993,1443,17,69
Wed Dec 12 2018 18:27:57 GMT+0530 (India Standard Time),46741,21004,9025,4509,4060,1296,939,307,14,66
Wed Dec 12 2018 18:27:58 GMT+0530 (India Standard Time),31512,28733,16568,28247,10379,10214,1550,1195,23,77
Wed Dec 12 2018 18:27:59 GMT+0530 (India Standard Time),24373,21440,36557,1909,9436,5104,1349,1422,30,74
Wed Dec 12 2018 18:28:00 GMT+0530 (India Standard Time),61575,13736,20138,22145,10226,3071,966,2474,30,88
Wed Dec 12 2018 18:28:01 GMT+0530 (India Standard Time),25332,23616,21388,9506,4646,1247,574,537,26,96
Wed Dec 12 2018 18:28:02 GMT+0530 (India Standard Time),63543,117415,49941,15489,10629,14346,2836,2283,20,90
Wed Dec 12 2018 18:28:03 GMT+0530 (India Standard Time),28099,27126,28444,15205,9363,9899,3293,861,26,88
Wed Dec 12 2018 18:28:04 GMT+0530 (India Standard Time),132215,13482,1705,2529,1853,2032,459,504,34,69
Wed Dec 12 2018 18:28:05 GMT+0530 (India Standard Time),36687,18462,10966,11653,10246,6715,5596,1682,53,63
Wed Dec 12 2018 18:28:06 GMT+0530 (India Standard Time),212022,81772,16527,16241,14689,4111,4041,3057,47,61
Wed Dec 12 2018 18:28:07 GMT+0530 (India Standard Time),36973,32513,31593,6922,13996,5705,592,682,41,60
Wed Dec 12 2018 18:28:08 GMT+0530 (India Standard Time),22583,38083,99590,5466,11523,4902,3933,1327,29,80
Wed Dec 12 2018 18:28:09 GMT+0530 (India Standard Time),558971,150641,11642,34902,15445,10692,3069,2500,17,70
Wed Dec 12 2018 18:28:10 GMT+0530 (India Standard Time),39032,42994,7400,12403,7075,7458,1795,1324,27,69
Wed Dec 12 2018 18:28:11 GMT+0530 (India Standard Time),148980,58207,10753,2696,2693,1721,805,443,16,56
Wed Dec 12 2018 18:28:12 GMT+0530 (India Standard Time),7141,7109,5167,1546,2290,1964,1281,225,30,44
Wed Dec 12 2018 18:28:14 GMT+0530 (India Standard Time),13125,29982,8681,3908,3395,6252,4327,1193,37,56
Wed Dec 12 2018 18:28:15 GMT+0530 (India Standard Time),337453,15256,17301,16322,14539,3605,5406,2659,50,74
Wed Dec 12 2018 18:28:16 GMT+0530 (India Standard Time),23866,22638,13572,8720,4014,2667,313,289,40,75
Wed Dec 12 2018 18:28:17 GMT+0530 (India Standard Time),22090,32849,22158,5957,9914,6617,1472,726,44,69
Wed Dec 12 2018 18:28:18 GMT+0530 (India Standard Time),85203,33148,28166,4753,6783,3945,2365,1416,35,80
Wed Dec 12 2018 18:28:19 GMT+0530 (India Standard Time),155993,74797,19862,42320,43141,7704,2861,2918,30,74
Wed Dec 12 2018 18:28:20 GMT+0530 (India Standard Time),17078,73124,19037,21911,11329,4762,2750,1017,27,67
Wed Dec 12 2018 18:28:21 GMT+0530 (India Standard Time),24136,13518,6177,1978,4821,621,191,187,14,64
Wed Dec 12 2018 18:28:22 GMT+0530 (India Standard Time),120856,7895,54153,14019,13498,6886,1948,1171,17,78
Wed Dec 12 2018 18:28:24 GMT+0530 (India Standard Time),29748,9582,6656,1977,4546,2624,442,223,26,67
Wed Dec 12 2018 18:28:25 GMT+0530 (India Standard Time),62537,31079,39998,19341,11930,4685,1716,2018,34,80
Wed Dec 12 2018 18:28:26 GMT+0530 (India Standard Time),19152,28506,23889,12504,20696,4656,3708,1075,34,64
Wed Dec 12 2018 18:28:27 GMT+0530 (India Standard Time),73764,27344,11678,3886,3441,1578,1211,554,34,75
Wed Dec 12 2018 18:28:28 GMT+0530 (India Standard Time),66617,22691,2369,9945,11107,6853,3331,2009,37,70
Wed Dec 12 2018 18:28:29 GMT+0530 (India Standard Time),13837,17136,6150,4330,1973,1838,823,478,40,61
Wed Dec 12 2018 18:28:30 GMT+0530 (India Standard Time),28370,21930,18773,10439,7005,4770,2918,1494,43,63
Wed Dec 12 2018 18:28:31 GMT+0530 (India Standard Time),16405,10245,28228,4539,10744,3847,2221,1597,53,74
Wed Dec 12 2018 18:28:32 GMT+0530 (India Standard Time),18132,12873,10208,1837,3200,1588,645,720,41,81
Wed Dec 12 2018 18:28:33 GMT+0530 (India Standard Time),52214,61470,35558,12866,15170,7002,2582,1355,40,81
Wed Dec 12 2018 18:28:34 GMT+0530 (India Standard Time),8454,18990,11570,5800,2577,2295,4703,1056,35,81
Wed Dec 12 2018 18:28:35 GMT+0530 (India Standard Time),6464,9655,7317,4794,4700,5235,1298,664,44,74
Wed Dec 12 2018 18:28:36 GMT+0530 (India Standard Time),13348,16511,7010,12321,4539,4239,999,1268,51,75
Wed Dec 12 2018 18:28:37 GMT+0530 (India Standard Time),29603,14238,2260,17411,2099,5292,1470,1136,61,80
Wed Dec 12 2018 18:28:38 GMT+0530 (India Standard Time),506752,112740,16616,61800,6977,13099,3121,1307,61,77
Wed Dec 12 2018 18:28:39 GMT+0530 (India Standard Time),5411,16018,15481,9292,2623,3083,1631,1160,50,83
Wed Dec 12 2018 18:28:40 GMT+0530 (India Standard Time),53369,33772,27033,6496,9351,4632,4692,798,43,83
Wed Dec 12 2018 18:28:41 GMT+0530 (India Standard Time),2757,2283,2879,2551,6657,1838,3770,817,48,77
Wed Dec 12 2018 18:28:42 GMT+0530 (India Standard Time),25580,5842,1980,3472,1977,1868,309,222,57,77
Wed Dec 12 2018 18:28:45 GMT+0530 (India Standard Time),59894,44930,32625,32254,7067,5702,1009,1025,29,54
Wed Dec 12 2018 18:28:46 GMT+0530 (India Standard Time),40473,25672,4354,5280,3176,6370,1614,829,30,48
Wed Dec 12 2018 18:28:47 GMT+0530 (India Standard Time),238739,58059,80357,9950,5219,13739,2278,928,50,80
Wed Dec 12 2018 18:28:48 GMT+0530 (India Standard Time),235426,41875,5282,11484,8843,11460,4402,1690,54,67
Wed Dec 12 2018 18:28:49 GMT+0530 (India Standard Time),239765,223491,63951,34653,19997,10291,3848,2652,50,56
Wed Dec 12 2018 18:28:50 GMT+0530 (India Standard Time),38742,68752,8713,35868,13491,4693,3096,1356,35,63
Wed Dec 12 2018 18:28:52 GMT+0530 (India Standard Time),85260,10528,1941,2920,4977,1185,573,533,21,61
Wed Dec 12 2018 18:28:54 GMT+0530 (India Standard Time),2641,19043,8634,4661,4161,3257,2226,1535,41,64
Wed Dec 12 2018 18:28:55 GMT+0530 (India Standard Time),3797,36054,9167,2168,1563,6890,1890,909,50,51
Wed Dec 12 2018 18:28:56 GMT+0530 (India Standard Time),2309,8698,9953,5146,5044,1796,2050,1014,51,63
Wed Dec 12 2018 18:28:57 GMT+0530 (India Standard Time),48598,15431,25625,10000,10450,4901,1420,1062,51,70
Wed Dec 12 2018 18:28:58 GMT+0530 (India Standard Time),333109,335605,39973,9313,15921,12349,2376,1650,40,57
Wed Dec 12 2018 18:29:00 GMT+0530 (India Standard Time),152572,90959,27153,35143,18603,6816,3296,2372,26,61
Wed Dec 12 2018 18:29:01 GMT+0530 (India Standard Time),143252,101714,40048,8839,17478,5122,2904,762,14,50
Wed Dec 12 2018 18:29:02 GMT+0530 (India Standard Time),180960,93310,2398,17662,15049,10874,3201,1310,26,51
Wed Dec 12 2018 18:29:04 GMT+0530 (India Standard Time),133264,89648,9996,3402,7009,2087,405,726,20,37
Wed Dec 12 2018 18:29:05 GMT+0530 (India Standard Time),151468,12623,8331,22421,6701,6540,3437,1560,37,50
Wed Dec 12 2018 18:29:06 GMT+0530 (India Standard Time),42520,15303,5545,3888,5084,1355,628,223,29,61
Wed Dec 12 2018 18:29:07 GMT+0530 (India Standard Time),39635,180156,16703,17226,14345,6991,5306,3762,20,48
Wed Dec 12 2018 18:29:08 GMT+0530 (India Standard Time),63957,18972,6696,12052,3401,1089,928,303,21,66
Wed Dec 12 2018 18:29:09 GMT+0530 (India Standard Time),49380,22731,3769,6960,2949,2046,1295,208,11,53
Wed Dec 12 2018 18:29:10 GMT+0530 (India Standard Time),30690,93638,14784,18218,7850,5842,4263,1323,10,50
Wed Dec 12 2018 18:29:11 GMT+0530 (India Standard Time),123923,68356,48726,22988,16194,3826,3221,797,8,66
Wed Dec 12 2018 18:29:12 GMT+0530 (India Standard Time),19687,41555,13583,4345,18188,3222,2000,1672,14,54
Wed Dec 12 2018 18:29:14 GMT+0530 (India Standard Time),151229,48146,33172,18096,20768,8438,5185,2182,34,70
Wed Dec 12 2018 18:29:15 GMT+0530 (India Standard Time),72230,65907,18503,18516,35284,12110,1998,749,48,63
Wed Dec 12 2018 18:29:16 GMT+0530 (India Standard Time),227624,59969,21110,15331,35960,6916,1578,2120,51,66
Wed Dec 12 2018 18:29:17 GMT+0530 (India Standard Time),33359,48947,13010,6290,17562,3458,3250,2337,40,53
Wed Dec 12 2018 18:29:18 GMT+0530 (India Standard Time),139277,31649,23508,3435,1371,1950,988,149,29,54
Wed Dec 12 2018 18:29:19 GMT+0530 (India Standard Time),100380,50998,33202,8400,17862,8432,1521,1948,27,57
Wed Dec 12 2018 18:29:20 GMT+0530 (India Standard Time),54980,70777,63136,16270,14308,5842,2073,2540,20,66
Wed Dec 12 2018 18:29:21 GMT+0530 (India Standard Time),410433,87693,15530,10364,10278,3863,2179,3692,17,66
